anon_id,user_type,gender,age,education_level
2421,paid,female,57,bachelors degree
2422,paid,female,44,professional degree
2423,free,male,73,bachelors degree
2424,free,female,64,bachelors degree
2425,paid,female,63,masters degree
2426,free,male,52,bachelors degree
2427,paid,male,63,masters degree
2428,paid,female,64,masters degree
2429,free,female,53,bachelors degree
2430,free,male,19,high school
2431,paid,male,46,associates degree
2432,free,female,67,masters degree
2433,paid,male,69,masters degree
2434,paid,female,82,some college
2435,free,unknown,75,other/unspecified
2436,free,unknown,76,professional degree
2437,free,female,52,associates degree
2438,paid,female,77,bachelors degree
2439,free,female,61,bachelors degree
2440,free,female,66,some college
2441,paid,female,63,bachelors degree
2442,paid,female,64,masters degree
2443,paid,female,47,professional degree
2444,paid,female,83,bachelors degree
2445,free,female,23,high school
2446,paid,male,73,some college
2447,paid,male,52,high school
2448,paid,male,55,masters degree
2449,free,female,24,bachelors degree
2450,paid,female,78,bachelors degree
2451,free,female,60,bachelors degree
2452,paid,female,59,some college
2453,free,male,28,some college
2454,free,male,31,associates degree
2455,free,female,61,some college
2456,paid,male,72,professional degree
2457,free,male,22,bachelors degree
2458,free,male,36,high school
2459,paid,male,23,some high school
2460,free,female,57,high school
2461,free,male,47,bachelors degree
2462,free,female,73,some college
2463,free,unknown,47,other/unspecified
2464,free,male,52,bachelors degree
2465,paid,female,66,bachelors degree
2466,paid,unknown,69,masters degree
2467,free,female,82,high school
2468,paid,male,68,masters degree
2469,paid,female,62,some college
2470,paid,female,80,associates degree
2471,free,female,32,masters degree
2472,paid,female,88,some college
2473,paid,female,72,professional degree
2474,paid,female,82,bachelors degree
2475,paid,female,66,some college
2476,paid,female,57,some college
2477,free,female,40,bachelors degree
2478,paid,male,56,bachelors degree
2479,free,male,58,masters degree
2480,free,female,51,bachelors degree
2481,free,female,53,other/unspecified
2482,paid,female,42,professional degree
2483,paid,male,55,masters degree
2484,paid,male,29,bachelors degree
2485,free,male,36,some college
2486,paid,female,64,bachelors degree
2487,free,male,64,bachelors degree
2488,free,male,54,professional degree
2489,free,male,46,high school
2490,free,male,40,professional degree
2491,free,female,52,bachelors degree
2492,paid,female,65,some college
2493,paid,male,64,bachelors degree
2494,paid,female,51,some college
2495,paid,female,76,bachelors degree
2496,free,female,67,other/unspecified
2497,paid,female,52,masters degree
2498,paid,female,71,masters degree
2499,free,female,45,some college
2500,paid,male,59,bachelors degree
2501,paid,female,49,some college
2502,free,male,39,masters degree
2503,free,male,27,professional degree
2504,free,male,38,high school
2505,free,unknown,66,high school
2506,paid,female,74,high school
2507,paid,female,59,bachelors degree
2508,paid,male,74,some college
2509,paid,female,50,bachelors degree
2510,paid,unknown,70,other/unspecified
2511,paid,male,49,some college
2512,free,female,55,some college
2513,free,male,39,some college
2514,free,female,47,some college
2515,paid,female,47,some college
2516,free,female,56,other/unspecified
2517,paid,male,63,bachelors degree
2518,paid,female,58,bachelors degree
2519,paid,male,59,bachelors degree
2520,free,unknown,67,other/unspecified
2521,free,male,69,masters degree
2522,paid,female,71,high school
2523,paid,male,55,masters degree
2524,free,female,79,some college
2525,free,female,71,some college
2526,free,female,60,bachelors degree
2527,free,female,30,high school
2528,paid,female,77,bachelors degree
2529,paid,male,49,some college
2530,free,female,81,some college
2531,paid,female,60,bachelors degree
2532,free,unknown,68,other/unspecified
2533,free,female,57,masters degree
2534,paid,male,52,masters degree
2535,paid,female,71,some college
2536,paid,female,72,phd
2537,free,unknown,26,other/unspecified
2538,paid,female,57,other/unspecified
2539,free,male,55,bachelors degree
2540,free,female,50,bachelors degree
2541,paid,female,39,bachelors degree
2542,free,female,53,some college
2543,paid,male,63,bachelors degree
2544,paid,male,70,bachelors degree
2545,paid,female,59,masters degree
2546,paid,female,45,masters degree
2547,free,female,22,other/unspecified
2548,paid,female,62,bachelors degree
2549,paid,female,29,bachelors degree
2550,free,female,59,masters degree
2551,free,female,36,other/unspecified
2552,paid,male,60,masters degree
2553,free,female,20,high school
2554,paid,female,70,high school
2555,free,female,57,masters degree
2556,paid,male,71,bachelors degree
2557,paid,female,75,some college
2558,free,female,60,associates degree
2559,paid,female,54,some college
2560,paid,female,64,masters degree
2561,paid,female,30,high school
2562,paid,female,49,high school
2563,paid,female,64,some college
2564,paid,female,67,some college
2565,paid,male,50,high school
2566,paid,female,65,some college
2567,paid,female,72,bachelors degree
2568,paid,male,79,some college
2569,free,female,47,high school
2570,free,female,43,high school
2571,paid,female,56,bachelors degree
2572,free,unknown,60,other/unspecified
2573,paid,female,70,associates degree
2574,free,male,32,some college
2575,free,female,67,some college
2576,free,male,70,phd
2577,paid,female,80,high school
2578,paid,female,41,masters degree
2579,paid,male,42,some college
2580,free,female,49,bachelors degree
2581,free,female,38,masters degree
2582,free,male,72,bachelors degree
2583,paid,female,58,high school
2584,paid,female,76,high school
2585,paid,unknown,77,phd
2586,paid,female,48,bachelors degree
2587,paid,female,67,bachelors degree
2588,free,female,78,masters degree
2589,paid,male,65,bachelors degree
2590,paid,male,43,bachelors degree
2591,free,male,64,some college
2592,paid,male,72,some college
2593,paid,male,67,masters degree
2594,free,female,63,bachelors degree
2595,free,male,73,masters degree
2596,free,female,45,some college
2597,free,female,70,high school
2598,paid,male,65,bachelors degree
2599,paid,male,66,some college
2600,free,male,49,some college
2601,paid,female,55,masters degree
2602,free,female,42,bachelors degree
2603,free,male,55,masters degree
2604,free,female,65,associates degree
2605,free,female,64,some college
2606,free,unknown,76,other/unspecified
2607,paid,unknown,48,bachelors degree
2608,free,male,48,high school
2609,free,unknown,68,other/unspecified
2610,paid,female,56,some college
2611,paid,female,81,high school
2612,paid,female,31,bachelors degree
2613,free,female,66,high school
2614,free,male,49,high school
2615,paid,male,82,bachelors degree
2616,paid,male,42,other/unspecified
2617,free,male,60,bachelors degree
2618,paid,female,62,associates degree
2619,paid,female,57,other/unspecified
2620,paid,female,53,masters degree
2621,paid,female,53,associates degree
2622,paid,male,72,phd
2623,free,male,47,high school
2624,free,unknown,65,other/unspecified
2625,free,male,68,other/unspecified
2626,paid,male,58,associates degree
2627,paid,male,56,bachelors degree
2628,free,unknown,79,other/unspecified
2629,free,male,32,bachelors degree
2630,paid,female,66,some college
2631,paid,female,68,bachelors degree
2632,paid,male,67,professional degree
2633,free,male,53,other/unspecified
2634,paid,male,69,masters degree
2635,paid,female,78,bachelors degree
2636,paid,female,66,masters degree
2637,paid,male,28,bachelors degree
2638,paid,female,54,other/unspecified
2639,paid,female,77,masters degree
2640,free,female,63,associates degree
2641,free,male,51,bachelors degree
2642,paid,female,54,some college
2643,paid,male,25,bachelors degree
2644,free,unknown,61,other/unspecified
2645,paid,male,62,bachelors degree
2646,paid,female,69,bachelors degree
2647,paid,male,39,professional degree
2648,paid,female,62,professional degree
2649,paid,male,57,bachelors degree
2650,free,male,58,bachelors degree
2651,paid,female,69,masters degree
2652,paid,male,69,associates degree
2653,free,female,64,some college
2654,paid,male,65,masters degree
2655,paid,female,64,phd
2656,free,female,62,masters degree
2657,free,male,51,high school
2658,paid,female,67,high school
2659,free,female,63,bachelors degree
2660,paid,male,49,some college
2661,paid,unknown,50,other/unspecified
2662,free,female,61,bachelors degree
2663,paid,female,57,masters degree
2664,free,male,72,associates degree
2665,free,female,65,some college
2666,free,female,46,bachelors degree
2667,paid,female,64,some college
2668,paid,female,65,some college
2669,free,unknown,49,other/unspecified
2670,paid,female,52,bachelors degree
2671,free,female,62,masters degree
2672,paid,male,74,other/unspecified
2673,free,female,65,masters degree
2674,paid,male,38,masters degree
2675,paid,male,65,professional degree
2676,free,male,68,professional degree
2677,free,male,57,some college
2678,paid,female,67,some college
2679,free,male,32,bachelors degree
2680,paid,male,40,masters degree
2681,paid,male,60,bachelors degree
2682,free,male,62,bachelors degree
2683,paid,male,63,masters degree
2684,free,male,42,high school
2685,free,female,49,some college
2686,paid,female,52,high school
2687,free,male,59,some college
2688,paid,female,72,bachelors degree
2689,free,male,55,some high school
2690,paid,female,34,some college
2691,free,female,47,some college
2692,paid,male,79,masters degree
2693,free,female,62,some college
2694,paid,female,43,bachelors degree
2695,free,male,60,other/unspecified
2696,paid,female,52,bachelors degree
2697,paid,male,53,bachelors degree
2698,free,unknown,28,other/unspecified
2699,paid,unknown,65,other/unspecified
2700,paid,female,56,high school
2701,paid,female,49,high school
2702,free,male,46,bachelors degree
2703,free,female,45,some college
2704,paid,female,40,some college
2705,paid,male,45,high school
2706,paid,male,70,masters degree
2707,paid,male,20,some college
2708,free,female,79,bachelors degree
2709,paid,male,72,bachelors degree
2710,paid,female,60,bachelors degree
2711,free,female,57,some college
2712,paid,male,74,high school
2713,paid,male,54,high school
2714,free,male,19,high school
2715,paid,male,75,high school
2716,paid,female,66,masters degree
2717,free,female,69,some college
2718,paid,male,79,bachelors degree
2719,free,female,51,some college
2720,paid,female,66,masters degree
2721,paid,male,57,masters degree
2722,paid,female,59,bachelors degree
2723,free,unknown,50,other/unspecified
2724,paid,female,54,masters degree
2725,free,female,58,bachelors degree
2726,free,male,60,some college
2727,paid,male,57,bachelors degree
2728,paid,female,72,masters degree
2729,free,female,47,high school
2730,paid,male,66,high school
2731,free,female,50,bachelors degree
2732,paid,male,40,bachelors degree
2733,free,female,87,bachelors degree
2734,free,male,59,masters degree
2735,free,female,57,bachelors degree
2736,free,male,51,bachelors degree
2737,paid,male,44,some college
2738,paid,female,59,professional degree
2739,paid,male,25,bachelors degree
2740,free,male,22,bachelors degree
2741,paid,male,65,masters degree
2742,free,female,29,bachelors degree
2743,paid,male,81,bachelors degree
2744,paid,female,63,masters degree
2745,free,female,63,bachelors degree
2746,paid,male,45,bachelors degree
2747,free,female,60,other/unspecified
2748,free,female,44,high school
2749,paid,female,54,bachelors degree
2750,paid,female,78,other/unspecified
2751,paid,male,58,professional degree
2752,paid,female,43,bachelors degree
2753,paid,male,54,high school
2754,paid,female,71,some college
2755,paid,male,52,bachelors degree
2756,free,male,37,phd
2757,paid,female,58,bachelors degree
2758,free,male,45,bachelors degree
2759,free,male,58,high school
2760,paid,male,72,masters degree
2761,paid,female,73,bachelors degree
2762,free,male,67,bachelors degree
2763,free,male,68,some high school
2764,free,male,33,some college
2765,free,male,60,masters degree
2766,paid,male,56,bachelors degree
2767,paid,female,26,some college
2768,paid,female,65,high school
2769,paid,male,69,masters degree
2770,paid,male,78,professional degree
2771,paid,male,45,phd
2772,free,unknown,70,other/unspecified
2773,free,unknown,80,other/unspecified
2774,paid,female,66,masters degree
2775,paid,female,65,bachelors degree
2776,free,male,76,professional degree
2777,paid,female,66,professional degree
2778,paid,female,60,other/unspecified
2779,free,female,40,some college
2780,free,female,69,some high school
2781,free,male,43,some college
2782,paid,female,72,some college
2783,free,female,58,bachelors degree
2784,free,unknown,70,some college
2785,free,unknown,76,other/unspecified
2786,free,female,49,some college
2787,free,female,65,some college
2788,paid,female,59,masters degree
2789,paid,female,43,other/unspecified
2790,paid,female,66,bachelors degree
2791,free,unknown,35,other/unspecified
2792,free,male,50,bachelors degree
2793,paid,male,53,bachelors degree
2794,paid,male,59,associates degree
2795,paid,female,64,masters degree
2796,free,male,59,professional degree
2797,free,female,49,some college
2798,free,female,73,some college
2799,free,male,59,professional degree
2800,free,female,67,high school
2801,free,male,49,phd
2802,free,female,81,some college
2803,free,male,44,high school
2804,free,female,82,high school
2805,paid,female,64,high school
2806,paid,female,37,bachelors degree
2807,free,male,21,some college
2808,free,male,18,bachelors degree
2809,free,male,57,bachelors degree
2810,free,female,61,some college
2811,free,unknown,73,other/unspecified
2812,paid,male,55,professional degree
2813,free,female,56,high school
2814,paid,female,71,bachelors degree
2815,free,male,55,associates degree
2816,free,male,38,bachelors degree
2817,paid,male,78,phd
2818,free,male,27,professional degree
2819,free,male,41,associates degree
2820,free,male,70,professional degree
2821,paid,female,51,bachelors degree
2822,free,male,58,bachelors degree
2823,free,female,52,bachelors degree
2824,free,female,88,some college
2825,free,female,48,bachelors degree
2826,paid,male,48,some high school
2827,free,male,25,other/unspecified
2828,paid,female,52,bachelors degree
2829,paid,male,65,bachelors degree
2830,paid,male,24,bachelors degree
2831,free,female,41,masters degree
2832,free,female,48,masters degree
2833,paid,male,28,bachelors degree
2834,free,unknown,70,other/unspecified
2835,paid,male,58,bachelors degree
2836,paid,male,25,associates degree
2837,free,female,74,high school
2838,paid,female,29,masters degree
2839,paid,male,63,some college
2840,paid,female,71,associates degree
2841,paid,male,24,masters degree
2842,paid,female,65,bachelors degree
2843,free,female,22,bachelors degree
2844,paid,female,87,bachelors degree
2845,paid,male,71,masters degree
2846,paid,male,58,some college
2847,paid,female,69,some college
2848,free,male,22,some college
2849,paid,male,81,associates degree
2850,free,male,63,some college
2851,paid,female,73,some high school
2852,free,female,71,some college
2853,paid,female,54,bachelors degree
2854,paid,unknown,41,other/unspecified
2855,free,male,66,bachelors degree
2856,paid,female,80,some college
2857,free,unknown,24,other/unspecified
2858,free,male,41,bachelors degree
2859,free,female,29,bachelors degree
2860,paid,male,58,bachelors degree
2861,paid,male,66,bachelors degree
2862,paid,female,33,bachelors degree
2863,free,female,63,bachelors degree
2864,free,male,46,some college
2865,paid,male,76,professional degree
2866,free,female,56,some college
2867,free,unknown,65,other/unspecified
2868,free,female,41,some college
2869,free,male,55,associates degree
2870,free,female,35,other/unspecified
2871,paid,female,50,bachelors degree
2872,paid,male,33,bachelors degree
2873,paid,male,74,some college
2874,paid,female,47,bachelors degree
2875,free,unknown,57,some college
2876,free,female,59,high school
2877,paid,female,69,bachelors degree
2878,paid,male,70,bachelors degree
2879,free,unknown,64,other/unspecified
2880,free,female,60,bachelors degree
2881,paid,female,73,some college
2882,free,female,51,some college
2883,paid,male,59,bachelors degree
2884,free,female,71,high school
2885,paid,male,56,masters degree
2886,paid,female,68,phd
2887,paid,female,55,bachelors degree
2888,paid,male,38,professional degree
2889,paid,female,61,some college
2890,paid,female,47,bachelors degree
2891,paid,male,52,some college
2892,paid,male,61,some college
2893,paid,male,63,bachelors degree
2894,free,unknown,67,bachelors degree
2895,free,male,43,some high school
2896,free,female,28,bachelors degree
2897,free,male,64,bachelors degree
2898,paid,female,57,high school
2899,paid,female,62,bachelors degree
2900,paid,male,59,bachelors degree
2901,free,male,56,masters degree
2902,paid,male,35,masters degree
2903,paid,female,72,high school
2904,paid,male,40,high school
2905,free,male,47,some college
2906,paid,male,74,masters degree
2907,free,female,66,some college
2908,paid,female,48,some college
2909,free,female,67,some college
2910,paid,female,83,masters degree
2911,free,male,54,bachelors degree
2912,free,male,40,bachelors degree
2913,paid,male,50,bachelors degree
2914,paid,female,65,some college
2915,free,female,55,high school
2916,paid,female,66,some college
2917,paid,male,38,masters degree
2918,free,male,51,bachelors degree
2919,paid,male,58,bachelors degree
2920,paid,female,29,masters degree
2921,paid,female,54,masters degree
2922,paid,female,57,masters degree
2923,paid,female,45,high school
2924,paid,female,66,high school
2925,paid,female,71,associates degree
2926,free,unknown,67,other/unspecified
2927,paid,male,20,some college
2928,paid,female,61,bachelors degree
2929,free,female,52,bachelors degree
2930,paid,female,60,bachelors degree
2931,free,male,66,masters degree
2932,free,unknown,67,other/unspecified
2933,free,unknown,72,other/unspecified
2934,paid,female,76,professional degree
2935,free,female,27,associates degree
2936,paid,male,57,bachelors degree
2937,paid,unknown,47,some college
2938,free,female,66,masters degree
2939,free,male,32,bachelors degree
2940,paid,female,47,some college
2941,free,female,46,bachelors degree
2942,paid,female,56,some college
2943,paid,female,67,some college
2944,paid,female,56,phd
2945,paid,male,64,bachelors degree
2946,free,female,66,masters degree
2947,free,male,63,bachelors degree
2948,paid,female,65,bachelors degree
2949,paid,male,62,bachelors degree
2950,paid,female,59,other/unspecified
2951,free,male,26,some college
2952,free,female,39,associates degree
2953,paid,female,70,bachelors degree
2954,paid,male,24,masters degree
2955,paid,male,70,masters degree
2956,free,male,31,some high school
2957,paid,male,55,some college
2958,paid,female,82,bachelors degree
2959,paid,female,49,some college
2960,free,male,45,bachelors degree
2961,free,male,49,high school
2962,paid,male,66,masters degree
2963,paid,male,69,some college
2964,free,unknown,63,other/unspecified
2965,paid,female,62,bachelors degree
2966,paid,male,58,bachelors degree
2967,paid,male,29,masters degree
2968,free,unknown,47,other/unspecified
2969,paid,male,86,professional degree
2970,paid,female,61,masters degree
2971,free,female,33,some high school
2972,free,female,65,some college
2973,paid,female,82,masters degree
2974,paid,male,68,some college
2975,free,female,69,bachelors degree
2976,free,male,50,some college
2977,paid,male,53,bachelors degree
2978,free,male,47,masters degree
2979,paid,male,63,bachelors degree
2980,free,female,59,high school
2981,paid,female,51,masters degree
2982,free,male,49,bachelors degree
2983,paid,female,65,professional degree
2984,paid,female,45,masters degree
2985,paid,female,69,some college
2986,free,female,50,high school
2987,paid,female,73,other/unspecified
2988,paid,male,28,some high school
2989,free,female,25,bachelors degree
2990,free,male,51,professional degree
2991,paid,female,50,masters degree
2992,free,male,39,high school
2993,free,male,58,other/unspecified
2994,free,male,36,phd
2995,free,male,38,bachelors degree
2996,paid,female,63,phd
2997,paid,female,62,high school
2998,paid,female,24,bachelors degree
2999,free,male,59,bachelors degree
3000,free,female,74,some college
3001,paid,female,50,high school
3002,free,male,61,bachelors degree
3003,paid,female,74,masters degree
3004,paid,male,53,bachelors degree
3005,free,male,62,some college
3006,free,female,71,masters degree
3007,free,female,67,some college
3008,paid,female,53,other/unspecified
3009,free,male,41,bachelors degree
3010,free,male,22,bachelors degree
3011,paid,female,63,masters degree
3012,paid,female,67,bachelors degree
3013,paid,female,68,some college
3014,free,male,54,masters degree
3015,paid,male,46,bachelors degree
3016,paid,male,59,bachelors degree
3017,paid,female,57,high school
3018,free,male,73,masters degree
3019,free,male,45,bachelors degree
3020,paid,female,68,some college
3021,paid,female,60,masters degree
3022,free,female,51,some college
3023,paid,female,50,some college
3024,paid,female,33,masters degree
3025,paid,male,63,masters degree
3026,free,male,59,some college
3027,paid,male,42,masters degree
3028,free,unknown,45,other/unspecified
3029,free,female,67,associates degree
3030,free,unknown,52,bachelors degree
3031,paid,male,70,masters degree
3032,paid,unknown,68,bachelors degree
3033,free,female,66,some college
3034,free,female,70,some college
3035,free,female,43,some college
3036,paid,female,54,other/unspecified
3037,free,female,37,professional degree
3038,free,male,56,masters degree
3039,free,female,55,professional degree
3040,free,male,70,associates degree
3041,free,male,70,some college
3042,free,male,59,some college
3043,free,female,53,some college
3044,free,female,74,high school
3045,free,male,73,professional degree
3046,paid,female,59,masters degree
3047,paid,female,76,high school
3048,free,female,53,some high school
3049,paid,female,59,masters degree
3050,paid,male,72,bachelors degree
3051,paid,male,82,bachelors degree
3052,free,male,28,some college
3053,free,female,79,some college
3054,paid,male,73,bachelors degree
3055,paid,male,75,professional degree
3056,free,female,44,high school
3057,paid,female,65,masters degree
3058,free,female,55,associates degree
3059,free,male,32,bachelors degree
3060,paid,male,74,phd
3061,free,female,41,phd
3062,paid,male,79,high school
3063,free,female,31,masters degree
3064,free,male,51,professional degree
3065,free,unknown,65,other/unspecified
3066,free,male,35,high school
3067,paid,female,44,masters degree
3068,free,male,58,high school
3069,free,female,65,high school
3070,paid,female,39,masters degree
3071,free,male,66,some college
3072,paid,male,41,high school
3073,paid,male,23,some college
3074,paid,male,62,masters degree
3075,paid,male,72,high school
3076,free,female,45,bachelors degree
3077,paid,male,86,professional degree
3078,paid,male,54,some college
3079,free,unknown,76,other/unspecified
3080,paid,male,60,bachelors degree
3081,free,female,70,some college
3082,paid,female,61,bachelors degree
3083,paid,female,60,bachelors degree
3084,free,male,47,bachelors degree
3085,paid,female,69,bachelors degree
3086,paid,male,71,bachelors degree
3087,free,male,54,associates degree
3088,free,female,36,masters degree
3089,paid,female,68,some college
3090,paid,female,75,some college
3091,paid,female,52,masters degree
3092,free,female,30,some college
3093,paid,male,53,masters degree
3094,paid,female,75,bachelors degree
3095,paid,male,66,bachelors degree
3096,paid,female,61,some college
3097,paid,female,57,masters degree
3098,paid,female,65,some college
3099,paid,female,73,other/unspecified
3100,free,male,56,associates degree
3101,paid,male,42,some college
3102,paid,female,61,high school
3103,free,male,47,masters degree
3104,paid,male,55,high school
3105,paid,male,60,bachelors degree
3106,free,male,22,some college
3107,free,female,55,masters degree
3108,paid,male,67,bachelors degree
3109,paid,female,35,some college
3110,free,female,53,masters degree
3111,free,female,38,high school
3112,paid,male,51,some college
3113,paid,female,67,some college
3114,free,female,34,masters degree
3115,free,female,49,some college
3116,paid,female,54,masters degree
3117,paid,female,70,bachelors degree
3118,free,female,77,some college
3119,paid,male,70,bachelors degree
3120,paid,female,59,associates degree
3121,free,male,43,professional degree
3122,paid,male,49,bachelors degree
3123,paid,female,63,bachelors degree
3124,paid,female,44,associates degree
3125,paid,female,57,masters degree
3126,paid,male,64,professional degree
3127,free,female,53,some college
3128,paid,male,67,professional degree
3129,paid,female,72,high school
3130,free,male,62,bachelors degree
3131,free,unknown,48,other/unspecified
3132,free,male,47,professional degree
3133,paid,male,50,masters degree
3134,paid,male,57,bachelors degree
3135,paid,male,64,masters degree
3136,paid,male,58,bachelors degree
3137,paid,male,61,some college
3138,paid,female,19,some college
3139,paid,male,49,professional degree
3140,free,male,24,masters degree
3141,paid,male,34,bachelors degree
3142,paid,unknown,63,high school
3143,paid,male,30,some college
3144,free,female,66,some college
3145,paid,female,68,bachelors degree
3146,free,female,65,some college
3147,paid,male,55,bachelors degree
3148,paid,female,83,some college
3149,paid,female,81,bachelors degree
3150,free,female,49,masters degree
3151,free,female,33,bachelors degree
3152,free,unknown,68,other/unspecified
3153,paid,female,71,masters degree
3154,paid,female,71,some college
3155,paid,female,60,some college
3156,paid,male,70,phd
3157,free,female,54,bachelors degree
3158,paid,male,55,some college
3159,paid,unknown,73,some college
3160,paid,female,67,masters degree
3161,paid,female,62,some college
3162,paid,female,57,masters degree
3163,paid,unknown,43,other/unspecified
3164,paid,female,76,high school
3165,free,female,53,bachelors degree
3166,paid,male,68,associates degree
3167,free,male,56,some college
3168,paid,female,61,some college
3169,paid,female,53,masters degree
3170,paid,female,71,some college
3171,free,female,44,masters degree
3172,paid,female,82,some college
3173,paid,female,34,masters degree
3174,free,male,23,high school
3175,paid,female,68,high school
3176,paid,female,63,professional degree
3177,free,unknown,24,other/unspecified
3178,free,female,57,associates degree
3179,free,unknown,69,other/unspecified
3180,paid,male,70,associates degree
3181,paid,male,42,some college
3182,paid,female,63,masters degree
3183,free,male,21,some college
3184,paid,male,68,bachelors degree
3185,paid,female,66,masters degree
3186,paid,female,67,some college
3187,free,female,53,some college
3188,paid,female,52,high school
3189,paid,female,67,masters degree
3190,free,female,50,other/unspecified
3191,paid,male,49,some college
3192,paid,male,58,masters degree
3193,free,male,55,other/unspecified
3194,free,male,54,high school
3195,free,male,31,masters degree
3196,free,female,60,some college
3197,free,male,30,masters degree
3198,free,unknown,68,other/unspecified
3199,free,male,26,bachelors degree
3200,paid,male,65,some college
3201,paid,male,76,professional degree
3202,paid,female,78,some college
3203,paid,male,76,masters degree
3204,paid,female,56,high school
3205,paid,male,59,bachelors degree
3206,free,male,70,bachelors degree
3207,paid,female,70,high school
3208,paid,male,60,some college
3209,paid,male,64,bachelors degree
3210,paid,male,26,other/unspecified
3211,paid,male,34,phd
3212,paid,male,63,masters degree
3213,free,female,34,masters degree
3214,paid,female,39,professional degree
3215,free,male,36,bachelors degree
3216,paid,male,72,some college
3217,free,female,61,bachelors degree
3218,paid,male,53,some college
3219,free,unknown,62,other/unspecified
3220,paid,male,64,bachelors degree
3221,free,female,28,masters degree
3222,free,female,53,associates degree
3223,paid,female,74,some college
3224,paid,female,30,associates degree
3225,paid,female,55,some college
3226,paid,male,60,masters degree
3227,free,female,73,bachelors degree
3228,paid,female,60,bachelors degree
3229,paid,female,78,bachelors degree
3230,paid,female,60,bachelors degree
3231,paid,female,46,masters degree
3232,paid,female,56,masters degree
3233,free,male,48,other/unspecified
3234,free,male,21,bachelors degree
3235,free,male,40,some college
3236,paid,male,44,associates degree
3237,paid,female,48,masters degree
3238,paid,male,63,bachelors degree
3239,paid,male,74,masters degree
3240,paid,male,67,bachelors degree
3241,free,male,33,other/unspecified
3242,free,male,70,bachelors degree
3243,free,female,43,associates degree
3244,free,male,52,bachelors degree
3245,paid,female,57,some college
3246,paid,male,54,masters degree
3247,free,female,58,bachelors degree
3248,paid,female,52,bachelors degree
3249,paid,female,52,high school
3250,free,female,54,some college
3251,free,unknown,51,other/unspecified
3252,paid,female,70,bachelors degree
3253,free,male,60,some college
3254,paid,female,58,high school
3255,free,male,19,bachelors degree
3256,paid,female,41,bachelors degree
3257,free,female,61,bachelors degree
3258,paid,male,24,bachelors degree
3259,free,male,38,some college
3260,paid,female,68,phd
3261,free,unknown,24,other/unspecified
3262,free,female,55,masters degree
3263,paid,female,83,masters degree
3264,free,male,36,high school
3265,paid,male,57,bachelors degree
3266,free,male,21,some college
3267,paid,male,75,some college
3268,paid,male,40,high school
3269,paid,female,55,high school
3270,paid,male,21,some college
3271,paid,male,56,bachelors degree
3272,free,female,57,some college
3273,paid,female,45,bachelors degree
3274,paid,female,55,bachelors degree
3275,paid,female,65,masters degree
3276,free,male,62,bachelors degree
3277,paid,female,57,bachelors degree
3278,paid,male,77,masters degree
3279,paid,male,68,masters degree
3280,paid,female,73,some college
3281,free,male,50,bachelors degree
3282,free,unknown,80,other/unspecified
3283,paid,male,58,other/unspecified
3284,free,unknown,62,other/unspecified
3285,free,female,58,high school
3286,free,female,64,bachelors degree
3287,paid,female,72,high school
3288,free,female,55,bachelors degree
3289,free,unknown,67,other/unspecified
3290,paid,male,89,professional degree
3291,paid,female,72,bachelors degree
3292,free,female,82,high school
3293,free,male,50,masters degree
3294,free,unknown,66,other/unspecified
3295,paid,female,72,associates degree
3296,free,female,60,high school
3297,paid,female,47,bachelors degree
3298,paid,female,61,professional degree
3299,paid,male,60,some college
3300,paid,male,55,some college
3301,paid,female,54,phd
3302,paid,female,81,some high school
3303,paid,female,73,some college
3304,paid,female,58,bachelors degree
3305,free,female,62,some college
3306,free,unknown,61,other/unspecified
3307,free,unknown,70,other/unspecified
3308,free,unknown,68,other/unspecified
3309,free,female,51,bachelors degree
3310,free,female,55,some college
3311,paid,female,55,masters degree
3312,free,male,41,some college
3313,paid,female,78,bachelors degree
3314,paid,female,48,associates degree
3315,paid,male,27,high school
3316,free,female,45,bachelors degree
3317,paid,male,65,masters degree
3318,paid,male,54,bachelors degree
3319,free,male,49,some college
3320,paid,female,62,masters degree
3321,free,female,24,bachelors degree
3322,free,female,25,bachelors degree
3323,paid,female,60,masters degree
3324,paid,male,39,some college
3325,free,male,28,associates degree
3326,free,female,51,other/unspecified
3327,paid,female,70,masters degree
3328,paid,male,24,bachelors degree
3329,free,female,59,masters degree
3330,free,male,49,high school
3331,paid,female,20,some college
3332,free,male,52,high school
3333,paid,male,43,bachelors degree
3334,free,male,24,bachelors degree
3335,paid,male,24,masters degree
3336,paid,male,39,bachelors degree
3337,paid,female,48,associates degree
3338,paid,male,47,professional degree
3339,free,unknown,67,other/unspecified
3340,free,female,69,some college
3341,free,female,63,bachelors degree
3342,paid,male,66,bachelors degree
3343,free,male,23,some college
3344,paid,female,62,high school
3345,paid,male,72,bachelors degree
3346,free,unknown,64,other/unspecified
3347,paid,male,66,masters degree
3348,free,female,46,bachelors degree
3349,free,unknown,64,other/unspecified
3350,free,female,77,high school
3351,free,unknown,22,other/unspecified
3352,paid,male,52,some high school
3353,paid,male,56,masters degree
3354,paid,female,30,associates degree
3355,free,male,40,bachelors degree
3356,free,male,24,bachelors degree
3357,paid,female,72,associates degree
3358,free,male,47,masters degree
3359,paid,male,48,masters degree
3360,free,female,62,some college
3361,free,female,67,high school
3362,free,male,56,bachelors degree
3363,paid,male,31,bachelors degree
3364,paid,female,56,some college
3365,paid,female,73,some college
3366,paid,male,72,some college
3367,free,male,67,masters degree
